assignments,courseId,createdAt,description,durationDays,endDate,id,name,required,sequenceNumber,startDate,subject,updatedAt
"[""ASG883961""]",CRS242944,2025-03-31T18:05:19.778377,Practice core techniques through guided exercises and activities. Module content relates to Practice in Poetry.,7,2023-09-19T00:00:00,MOD638265,Unit 2: Practice in Poetry,True,2,2023-09-12T00:00:00,Physical Education,2025-03-31T18:05:19.783375
"[""ASG011228""]",CRS242944,2025-03-31T18:05:19.778377,This module focuses on research methodologies and applications. Module content relates to Research in Poetry.,8,2023-09-28T00:00:00,MOD830737,Unit 3: Research in Poetry,True,3,2023-09-20T00:00:00,Physical Education,2025-03-31T18:05:19.783375
"[""ASG037362"", ""ASG765618""]",CRS242944,2025-03-31T18:05:19.778377,Conduct research on topics related to the course material. Module content relates to Poetry Fundamentals.,8,2023-10-07T00:00:00,MOD831970,Research 4: Poetry Fundamentals,True,4,2023-09-29T00:00:00,Physical Education,2025-03-31T18:05:19.783375
"[""ASG214716"", ""ASG729863""]",CRS242944,2025-03-31T18:05:19.778377,Work on a comprehensive project to solidify understanding. Module content relates to Project Applications.,7,2023-10-15T00:00:00,MOD064029,Poetry 5: Project Applications,False,5,2023-10-08T00:00:00,Physical Education,2025-03-31T18:05:19.783375
"[""ASG485573""]",CRS242944,2025-03-31T18:05:19.778377,Explore the fundamental theories that underpin this subject area. Module content relates to Poetry Fundamentals.,7,2023-10-23T00:00:00,MOD992907,Theory 6: Poetry Fundamentals,True,6,2023-10-16T00:00:00,Physical Education,2025-03-31T18:05:19.783375
"[""ASG823751""]",CRS242944,2025-03-31T18:05:19.778377,This discussion-based module promotes critical thinking and analysis. Module content relates to Poetry Discussion.,7,2023-10-31T00:00:00,MOD033496,Module 7: Poetry Discussion,True,7,2023-10-24T00:00:00,Physical Education,2025-03-31T18:05:19.783375
"[""ASG887906""]",CRS242944,2025-03-31T18:05:19.778377,Develop and complete a project that demonstrates mastery of key concepts. Module content relates to Project in Poetry.,8,2023-11-09T00:00:00,MOD669246,Unit 8: Project in Poetry,True,8,2023-11-01T00:00:00,Physical Education,2025-03-31T18:05:19.783375
"[""ASG634416"", ""ASG650186""]",CRS242944,2025-03-31T18:05:19.778377,Engage in critical discussions about important topics in the field. Module content relates to Discussion Applications.,2,2023-11-12T00:00:00,MOD157034,Poetry 9: Discussion Applications,True,9,2023-11-10T00:00:00,Physical Education,2025-03-31T18:05:19.783375
"[""ASG308906"", ""ASG309755""]",CRS273627,2025-03-31T18:05:19.778377,Practice core techniques through guided exercises and activities. Module content relates to National Fundamentals.,7,2023-09-18T00:00:00,MOD091251,Practice 1: National Fundamentals,True,1,2023-09-11T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG969306""]",CRS273627,2025-03-31T18:05:19.778377,This module focuses on research methodologies and applications. Module content relates to National Research - Part 2.,7,2023-09-26T00:00:00,MOD917847,National Research - Part 2,True,2,2023-09-19T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG551805"", ""ASG578865""]",CRS273627,2025-03-31T18:05:19.778377,Practice core techniques through guided exercises and activities. Module content relates to National Fundamentals.,8,2023-10-05T00:00:00,MOD392010,Practice 3: National Fundamentals,True,3,2023-09-27T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG646242"", ""ASG866886""]",CRS273627,2025-03-31T18:05:19.778377,Engage in critical discussions about important topics in the field. Module content relates to Discussion in National.,7,2023-10-13T00:00:00,MOD939961,Unit 4: Discussion in National,True,4,2023-10-06T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG387831""]",CRS273627,2025-03-31T18:05:19.778377,This module focuses on research methodologies and applications. Module content relates to National Research - Part 5.,7,2023-10-21T00:00:00,MOD415289,National Research - Part 5,True,5,2023-10-14T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG427314""]",CRS273627,2025-03-31T18:05:19.778377,This hands-on module focuses on developing practical skills. Module content relates to National Practice - Part 6.,7,2023-10-29T00:00:00,MOD137710,National Practice - Part 6,True,6,2023-10-22T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG811793"", ""ASG979869""]",CRS273627,2025-03-31T18:05:19.778377,This module focuses on research methodologies and applications. Module content relates to National Research - Part 7.,7,2023-11-06T00:00:00,MOD958364,National Research - Part 7,True,7,2023-10-30T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG988202""]",CRS273627,2025-03-31T18:05:19.778377,Students will learn the core concepts and principles. Module content relates to National Theory - Part 8.,7,2023-11-14T00:00:00,MOD467390,National Theory - Part 8,True,8,2023-11-07T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG628516""]",CRS273627,2025-03-31T18:05:19.778377,Explore advanced concepts through guided research activities. Module content relates to National Research.,7,2023-11-22T00:00:00,MOD792974,Module 9: National Research,False,9,2023-11-15T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG308073"", ""ASG456812""]",CRS273627,2025-03-31T18:05:19.778377,Explore advanced concepts through guided research activities. Module content relates to Research Applications.,7,2023-11-30T00:00:00,MOD308609,National 10: Research Applications,True,10,2023-11-23T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG695428""]",CRS273627,2025-03-31T18:05:19.778377,Practice core techniques through guided exercises and activities. Module content relates to Practice in National.,7,2023-12-08T00:00:00,MOD578008,Unit 11: Practice in National,False,11,2023-12-01T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG545984""]",CRS273627,2025-03-31T18:05:19.778377,This project-based module allows application of learned skills. Module content relates to National Fundamentals.,7,2023-12-16T00:00:00,MOD132313,Project 12: National Fundamentals,True,12,2023-12-09T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG824739""]",CRS273627,2025-03-31T18:05:19.778377,Develop and complete a project that demonstrates mastery of key concepts. Module content relates to National Project.,1,2023-12-18T00:00:00,MOD156426,Module 13: National Project,True,13,2023-12-17T00:00:00,History,2025-03-31T18:05:19.783375
"[""ASG189831"", ""ASG790570""]",CRS687693,2025-03-31T18:05:19.778377,Participate in structured discussions to deepen understanding. Module content relates to Sociology Discussion - Part 1.,12,2023-09-14T00:00:00,MOD289873,Sociology Discussion - Part 1,True,1,2023-09-02T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG488701""]",CRS687693,2025-03-31T18:05:19.778377,Practice core techniques through guided exercises and activities. Module content relates to Sociology Practice - Part 2.,10,2023-09-25T00:00:00,MOD369400,Sociology Practice - Part 2,True,2,2023-09-15T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG865705"", ""ASG709988""]",CRS687693,2025-03-31T18:05:19.778377,This module focuses on research methodologies and applications. Module content relates to Sociology Fundamentals.,12,2023-10-08T00:00:00,MOD714844,Research 3: Sociology Fundamentals,False,3,2023-09-26T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG496819"", ""ASG213958""]",CRS687693,2025-03-31T18:05:19.778377,Explore advanced concepts through guided research activities. Module content relates to Sociology Research - Part 4.,15,2023-10-24T00:00:00,MOD322760,Sociology Research - Part 4,True,4,2023-10-09T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG777760"", ""ASG339604""]",CRS687693,2025-03-31T18:05:19.778377,Students will learn the core concepts and principles. Module content relates to Sociology Theory.,14,2023-11-08T00:00:00,MOD950412,Module 5: Sociology Theory,True,5,2023-10-25T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG448865""]",CRS687693,2025-03-31T18:05:19.778377,Engage in critical discussions about important topics in the field. Module content relates to Sociology Fundamentals.,12,2023-11-21T00:00:00,MOD384513,Discussion 6: Sociology Fundamentals,True,6,2023-11-09T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG396967""]",CRS687693,2025-03-31T18:05:19.778377,Students will learn the core concepts and principles. Module content relates to Sociology Theory - Part 7.,10,2023-12-02T00:00:00,MOD700955,Sociology Theory - Part 7,True,7,2023-11-22T00:00:00,Social Studies,2025-03-31T18:05:19.783375
"[""ASG836153"", ""ASG685868""]",CRS408913,2025-03-31T18:05:19.778377,Work on a comprehensive project to solidify understanding. Module content relates to Physics Fundamentals.,7,2023-09-08T00:00:00,MOD957934,Project 1: Physics Fundamentals,True,1,2023-09-01T00:00:00,Science,2025-03-31T18:05:19.783375
"[""ASG912366"", ""ASG531790""]",CRS408913,2025-03-31T18:05:19.778377,This discussion-based module promotes critical thinking and analysis. Module content relates to Physics Discussion - Part 2.,8,2023-09-17T00:00:00,MOD003021,Physics Discussion - Part 2,True,2,2023-09-09T00:00:00,Science,2025-03-31T18:05:19.783375
"[""ASG269335""]",CRS408913,2025-03-31T18:05:19.778377,This discussion-based module promotes critical thinking and analysis. Module content relates to Physics Discussion.,7,2023-09-25T00:00:00,MOD153764,Module 3: Physics Discussion,False,3,2023-09-18T00:00:00,Science,2025-03-31T18:05:19.783375
"[""ASG559428"", ""ASG571571""]",CRS408913,2025-03-31T18:05:19.778377,Engage in critical discussions about important topics in the field. Module content relates to Discussion in Physics.,8,2023-10-04T00:00:00,MOD492009,Unit 4: Discussion in Physics,True,4,2023-09-26T00:00:00,Science,2025-03-31T18:05:19.783375
"[""ASG374820""]",CRS408913,2025-03-31T18:05:19.778377,Students will learn the core concepts and principles. Module content relates to Physics Theory - Part 5.,9,2023-10-14T00:00:00,MOD716367,Physics Theory - Part 5,True,5,2023-10-05T00:00:00,Science,2025-03-31T18:05:19.783375
"[""ASG681216""]",CRS408913,2025-03-31T18:05:19.778377,Engage in critical discussions about important topics in the field. Module content relates to Physics Fundamentals.,7,2023-10-22T00:00:00,MOD410300,Discussion 6: Physics Fundamentals,True,6,2023-10-15T00:00:00,Science,2025-03-31T18:05:19.783375
"[""ASG798936"", ""ASG343922""]",CRS408913,2025-03-31T18:05:19.778377,Students will learn the core concepts and principles. Module content relates to Physics Theory - Part 7.,8,2023-10-31T00:00:00,MOD858290,Physics Theory - Part 7,True,7,2023-10-23T00:00:00,Science,2025-03-31T18:05:19.783375
"[""ASG399060"", ""ASG996582""]",CRS408913,2025-03-31T18:05:19.778377,This project-based module allows application of learned skills. Module content relates to Physics Project.,8,2023-11-09T00:00:00,MOD722111,Module 8: Physics Project,False,8,2023-11-01T00:00:00,Science,2025-03-31T18:05:19.783375
"[""ASG721892""]",CRS408913,2025-03-31T18:05:19.778377,This project-based module allows application of learned skills. Module content relates to Project Applications.,7,2023-11-17T00:00:00,MOD343903,Physics 9: Project Applications,True,9,2023-11-10T00:00:00,Science,2025-03-31T18:05:19.783375
"[""ASG378278""]",CRS408913,2025-03-31T18:05:19.778377,Practice core techniques through guided exercises and activities. Module content relates to Practice in Physics.,8,2023-11-26T00:00:00,MOD881357,Unit 10: Practice in Physics,True,10,2023-11-18T00:00:00,Science,2025-03-31T18:05:19.783375
"[""ASG897407"", ""ASG145226""]",CRS408913,2025-03-31T18:05:19.778377,Explore advanced concepts through guided research activities. Module content relates to Physics Research - Part 11.,8,2023-12-05T00:00:00,MOD091430,Physics Research - Part 11,True,11,2023-11-27T00:00:00,Science,2025-03-31T18:05:19.783375
"[""ASG886895"", ""ASG640603""]",CRS408913,2025-03-31T18:05:19.778377,Apply theoretical knowledge through practical exercises and problems. Module content relates to Physics Practice - Part 12.,23,2023-12-29T00:00:00,MOD531267,Physics Practice - Part 12,False,12,2023-12-06T00:00:00,Science,2025-03-31T18:05:19.783375
"[""ASG426021""]",CRS923542,2025-03-31T18:05:19.778377,Engage in critical discussions about important topics in the field. Module content relates to Discussion in Chemistry.,8,2024-02-13T00:00:00,MOD212180,Unit 1: Discussion in Chemistry,True,1,2024-02-05T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG356991"", ""ASG019787""]",CRS923542,2025-03-31T18:05:19.778377,Work on a comprehensive project to solidify understanding. Module content relates to Chemistry Project.,8,2024-02-22T00:00:00,MOD281689,Module 2: Chemistry Project,True,2,2024-02-14T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG980882"", ""ASG132843""]",CRS923542,2025-03-31T18:05:19.778377,This module focuses on research methodologies and applications. Module content relates to Research in Chemistry.,7,2024-03-01T00:00:00,MOD344611,Unit 3: Research in Chemistry,False,3,2024-02-23T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG893494"", ""ASG990687""]",CRS923542,2025-03-31T18:05:19.778377,Develop and complete a project that demonstrates mastery of key concepts. Module content relates to Chemistry Fundamentals.,7,2024-03-09T00:00:00,MOD007756,Project 4: Chemistry Fundamentals,True,4,2024-03-02T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG728143""]",CRS923542,2025-03-31T18:05:19.778377,Practice core techniques through guided exercises and activities. Module content relates to Practice in Chemistry.,7,2024-03-17T00:00:00,MOD283992,Unit 5: Practice in Chemistry,True,5,2024-03-10T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG879599"", ""ASG572024""]",CRS923542,2025-03-31T18:05:19.778377,Explore the fundamental theories that underpin this subject area. Module content relates to Theory Applications.,8,2024-03-26T00:00:00,MOD459074,Chemistry 6: Theory Applications,True,6,2024-03-18T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG687906"", ""ASG062170""]",CRS923542,2025-03-31T18:05:19.778377,Students will learn the core concepts and principles. Module content relates to Theory in Chemistry.,7,2024-04-03T00:00:00,MOD397236,Unit 7: Theory in Chemistry,True,7,2024-03-27T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG389318""]",CRS923542,2025-03-31T18:05:19.778377,This project-based module allows application of learned skills. Module content relates to Chemistry Project - Part 8.,8,2024-04-12T00:00:00,MOD277395,Chemistry Project - Part 8,True,8,2024-04-04T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG258656""]",CRS923542,2025-03-31T18:05:19.778377,This module covers the theoretical foundations of the subject. Module content relates to Chemistry Fundamentals.,7,2024-04-20T00:00:00,MOD300827,Theory 9: Chemistry Fundamentals,False,9,2024-04-13T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG550931"", ""ASG014111""]",CRS923542,2025-03-31T18:05:19.778377,Apply theoretical knowledge through practical exercises and problems. Module content relates to Chemistry Fundamentals.,7,2024-04-28T00:00:00,MOD376648,Practice 10: Chemistry Fundamentals,True,10,2024-04-21T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG659964"", ""ASG787627""]",CRS923542,2025-03-31T18:05:19.778377,This project-based module allows application of learned skills. Module content relates to Chemistry Project - Part 11.,8,2024-05-07T00:00:00,MOD874574,Chemistry Project - Part 11,True,11,2024-04-29T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG697504"", ""ASG117033""]",CRS923542,2025-03-31T18:05:19.778377,This module focuses on research methodologies and applications. Module content relates to Chemistry Research - Part 12.,5,2024-05-13T00:00:00,MOD415249,Chemistry Research - Part 12,True,12,2024-05-08T00:00:00,Foreign Language,2025-03-31T18:05:19.783375
"[""ASG575498""]",CRS596208,2025-03-31T18:05:19.778377,This module covers the theoretical foundations of the subject. Module content relates to Theory in Literature.,7,2023-09-13T00:00:00,MOD065581,Unit 1: Theory in Literature,True,1,2023-09-06T00:00:00,Literature,2025-03-31T18:05:19.783375
"[""ASG145279"", ""ASG642360""]",CRS596208,2025-03-31T18:05:19.778377,This hands-on module focuses on developing practical skills. Module content relates to Literature Practice.,7,2023-09-21T00:00:00,MOD708943,Module 2: Literature Practice,True,2,2023-09-14T00:00:00,Literature,2025-03-31T18:05:19.783375
"[""ASG989353""]",CRS596208,2025-03-31T18:05:19.778377,Conduct research on topics related to the course material. Module content relates to Literature Research - Part 3.,8,2023-09-30T00:00:00,MOD205269,Literature Research - Part 3,True,3,2023-09-22T00:00:00,Literature,2025-03-31T18:05:19.783375
"[""ASG360574""]",CRS596208,2025-03-31T18:05:19.778377,Explore the fundamental theories that underpin this subject area. Module content relates to Literature Fundamentals.,7,2023-10-08T00:00:00,MOD714725,Theory 4: Literature Fundamentals,True,4,2023-10-01T00:00:00,Literature,2025-03-31T18:05:19.783375
"[""ASG957913"", ""ASG053879""]",CRS596208,2025-03-31T18:05:19.779376,Explore the fundamental theories that underpin this subject area. Module content relates to Literature Fundamentals.,7,2023-10-16T00:00:00,MOD419348,Theory 5: Literature Fundamentals,False,5,2023-10-09T00:00:00,Literature,2025-03-31T18:05:19.783375
"[""ASG518773""]",CRS596208,2025-03-31T18:05:19.779376,Explore advanced concepts through guided research activities. Module content relates to Literature Fundamentals.,7,2023-10-24T00:00:00,MOD612260,Research 6: Literature Fundamentals,False,6,2023-10-17T00:00:00,Literature,2025-03-31T18:05:19.783375
"[""ASG416041"", ""ASG050090""]",CRS596208,2025-03-31T18:05:19.779376,Students will learn the core concepts and principles. Module content relates to Literature Theory - Part 7.,7,2023-11-01T00:00:00,MOD287457,Literature Theory - Part 7,True,7,2023-10-25T00:00:00,Literature,2025-03-31T18:05:19.785381
"[""ASG205048"", ""ASG722006""]",CRS596208,2025-03-31T18:05:19.779376,Work on a comprehensive project to solidify understanding. Module content relates to Literature Project.,8,2023-11-10T00:00:00,MOD137089,Module 8: Literature Project,True,8,2023-11-02T00:00:00,Literature,2025-03-31T18:05:19.785381
"[""ASG312532"", ""ASG475105""]",CRS596208,2025-03-31T18:05:19.779376,Apply theoretical knowledge through practical exercises and problems. Module content relates to Literature Fundamentals.,7,2023-11-18T00:00:00,MOD562348,Practice 9: Literature Fundamentals,True,9,2023-11-11T00:00:00,Literature,2025-03-31T18:05:19.785381
"[""ASG653487""]",CRS596208,2025-03-31T18:05:19.779376,This hands-on module focuses on developing practical skills. Module content relates to Literature Practice.,7,2023-11-26T00:00:00,MOD078832,Module 10: Literature Practice,True,10,2023-11-19T00:00:00,Literature,2025-03-31T18:05:19.785381
"[""ASG936446"", ""ASG133588""]",CRS596208,2025-03-31T18:05:19.779376,Develop and complete a project that demonstrates mastery of key concepts. Module content relates to Project in Literature.,7,2023-12-04T00:00:00,MOD451397,Unit 11: Project in Literature,True,11,2023-11-27T00:00:00,Literature,2025-03-31T18:05:19.785381
"[""ASG959101""]",CRS596208,2025-03-31T18:05:19.779376,Develop and complete a project that demonstrates mastery of key concepts. Module content relates to Literature Project.,7,2023-12-12T00:00:00,MOD047008,Module 12: Literature Project,True,12,2023-12-05T00:00:00,Literature,2025-03-31T18:05:19.785381
"[""ASG113341"", ""ASG053678""]",CRS596208,2025-03-31T18:05:19.779376,Conduct research on topics related to the course material. Module content relates to Research Applications.,7,2023-12-20T00:00:00,MOD610432,Literature 13: Research Applications,True,13,2023-12-13T00:00:00,Literature,2025-03-31T18:05:19.785381
"[""ASG377632""]",CRS596208,2025-03-31T18:05:19.779376,This discussion-based module promotes critical thinking and analysis. Module content relates to Literature Discussion - Part 14.,7,2023-12-28T00:00:00,MOD252454,Literature Discussion - Part 14,True,14,2023-12-21T00:00:00,Literature,2025-03-31T18:05:19.785381
"[""ASG709400""]",CRS596208,2025-03-31T18:05:19.779376,Students will learn the core concepts and principles. Module content relates to Literature Theory - Part 15.,8,2024-01-06T00:00:00,MOD238235,Literature Theory - Part 15,True,15,2023-12-29T00:00:00,Literature,2025-03-31T18:05:19.785381
"[""ASG020726""]",CRS596208,2025-03-31T18:05:19.779376,Students will learn the core concepts and principles. Module content relates to Literature Fundamentals.,3,2024-01-10T00:00:00,MOD842917,Theory 16: Literature Fundamentals,False,16,2024-01-07T00:00:00,Literature,2025-03-31T18:05:19.785381
"[""ASG931274""]",CRS097087,2025-03-31T18:05:19.779376,Work on a comprehensive project to solidify understanding. Module content relates to Health Project - Part 1.,8,2023-09-12T00:00:00,MOD569463,Health Project - Part 1,True,1,2023-09-04T00:00:00,Mathematics,2025-03-31T18:05:19.785381
"[""ASG787052"", ""ASG367566""]",CRS097087,2025-03-31T18:05:19.779376,This discussion-based module promotes critical thinking and analysis. Module content relates to Health Discussion - Part 2.,7,2023-09-20T00:00:00,MOD427574,Health Discussion - Part 2,True,2,2023-09-13T00:00:00,Mathematics,2025-03-31T18:05:19.785381
"[""ASG291204""]",CRS097087,2025-03-31T18:05:19.779376,Conduct research on topics related to the course material. Module content relates to Health Research.,7,2023-09-28T00:00:00,MOD856572,Module 3: Health Research,True,3,2023-09-21T00:00:00,Mathematics,2025-03-31T18:05:19.785381
"[""ASG428714""]",CRS097087,2025-03-31T18:05:19.779376,This project-based module allows application of learned skills. Module content relates to Health Project - Part 4.,7,2023-10-06T00:00:00,MOD485454,Health Project - Part 4,False,4,2023-09-29T00:00:00,Mathematics,2025-03-31T18:05:19.785381
"[""ASG254980"", ""ASG608808""]",CRS097087,2025-03-31T18:05:19.779376,This module covers the theoretical foundations of the subject. Module content relates to Health Fundamentals.,7,2023-10-14T00:00:00,MOD473249,Theory 5: Health Fundamentals,True,5,2023-10-07T00:00:00,Mathematics,2025-03-31T18:05:19.785381
"[""ASG648159"", ""ASG267809""]",CRS097087,2025-03-31T18:05:19.779376,Work on a comprehensive project to solidify understanding. Module content relates to Project Applications.,7,2023-10-22T00:00:00,MOD592624,Health 6: Project Applications,True,6,2023-10-15T00:00:00,Mathematics,2025-03-31T18:05:19.785381
"[""ASG834384""]",CRS097087,2025-03-31T18:05:19.779376,Develop and complete a project that demonstrates mastery of key concepts. Module content relates to Project Applications.,7,2023-10-30T00:00:00,MOD452428,Health 7: Project Applications,True,7,2023-10-23T00:00:00,Mathematics,2025-03-31T18:05:19.785381
"[""ASG449730""]",CRS097087,2025-03-31T18:05:19.779376,This project-based module allows application of learned skills. Module content relates to Health Project.,7,2023-11-07T00:00:00,MOD889497,Module 8: Health Project,True,8,2023-10-31T00:00:00,Mathematics,2025-03-31T18:05:19.785381
"[""ASG622698""]",CRS097087,2025-03-31T18:05:19.779376,This discussion-based module promotes critical thinking and analysis. Module content relates to Health Fundamentals.,7,2023-11-15T00:00:00,MOD801099,Discussion 9: Health Fundamentals,False,9,2023-11-08T00:00:00,Mathematics,2025-03-31T18:05:19.785381
"[""ASG288782""]",CRS097087,2025-03-31T18:05:19.779376,Apply theoretical knowledge through practical exercises and problems. Module content relates to Practice in Health.,8,2023-11-24T00:00:00,MOD223035,Unit 10: Practice in Health,True,10,2023-11-16T00:00:00,Mathematics,2025-03-31T18:05:19.785381
"[""ASG230354""]",CRS097087,2025-03-31T18:05:19.779376,Practice core techniques through guided exercises and activities. Module content relates to Practice in Health.,7,2023-12-02T00:00:00,MOD594155,Unit 11: Practice in Health,True,11,2023-11-25T00:00:00,Mathematics,2025-03-31T18:05:19.785381
"[""ASG507104""]",CRS097087,2025-03-31T18:05:19.779376,Students will learn the core concepts and principles. Module content relates to Health Fundamentals.,7,2023-12-10T00:00:00,MOD680744,Theory 12: Health Fundamentals,True,12,2023-12-03T00:00:00,Mathematics,2025-03-31T18:05:19.785381
"[""ASG787665""]",CRS158012,2025-03-31T18:05:19.779376,This project-based module allows application of learned skills. Module content relates to Geography Project.,8,2023-09-22T00:00:00,MOD679664,Module 1: Geography Project,True,1,2023-09-14T00:00:00,Art,2025-03-31T18:05:19.785381
"[""ASG728192""]",CRS158012,2025-03-31T18:05:19.779376,This project-based module allows application of learned skills. Module content relates to Project in Geography.,8,2023-10-01T00:00:00,MOD176869,Unit 2: Project in Geography,True,2,2023-09-23T00:00:00,Art,2025-03-31T18:05:19.785381
"[""ASG991041"", ""ASG702949""]",CRS158012,2025-03-31T18:05:19.779376,Students will learn the core concepts and principles. Module content relates to Geography Theory - Part 3.,7,2023-10-09T00:00:00,MOD485861,Geography Theory - Part 3,True,3,2023-10-02T00:00:00,Art,2025-03-31T18:05:19.785381
"[""ASG239761""]",CRS158012,2025-03-31T18:05:19.779376,This module focuses on research methodologies and applications. Module content relates to Geography Fundamentals.,7,2023-10-17T00:00:00,MOD217324,Research 4: Geography Fundamentals,True,4,2023-10-10T00:00:00,Art,2025-03-31T18:05:19.785381
"[""ASG159118"", ""ASG785228""]",CRS158012,2025-03-31T18:05:19.779376,Explore advanced concepts through guided research activities. Module content relates to Geography Fundamentals.,7,2023-10-25T00:00:00,MOD216540,Research 5: Geography Fundamentals,False,5,2023-10-18T00:00:00,Art,2025-03-31T18:05:19.785381
"[""ASG440016"", ""ASG112110""]",CRS158012,2025-03-31T18:05:19.779376,Work on a comprehensive project to solidify understanding. Module content relates to Project in Geography.,7,2023-11-02T00:00:00,MOD453738,Unit 6: Project in Geography,True,6,2023-10-26T00:00:00,Art,2025-03-31T18:05:19.785381
"[""ASG293987"", ""ASG020771""]",CRS158012,2025-03-31T18:05:19.779376,Explore advanced concepts through guided research activities. Module content relates to Research Applications.,7,2023-11-10T00:00:00,MOD924891,Geography 7: Research Applications,True,7,2023-11-03T00:00:00,Art,2025-03-31T18:05:19.785381
"[""ASG535956"", ""ASG710971""]",CRS158012,2025-03-31T18:05:19.779376,This project-based module allows application of learned skills. Module content relates to Project in Geography.,7,2023-11-18T00:00:00,MOD384717,Unit 8: Project in Geography,True,8,2023-11-11T00:00:00,Art,2025-03-31T18:05:19.785381
"[""ASG588495"", ""ASG010510""]",CRS158012,2025-03-31T18:05:19.779376,Apply theoretical knowledge through practical exercises and problems. Module content relates to Geography Fundamentals.,7,2023-11-26T00:00:00,MOD415913,Practice 9: Geography Fundamentals,True,9,2023-11-19T00:00:00,Art,2025-03-31T18:05:19.785381
"[""ASG167603""]",CRS158012,2025-03-31T18:05:19.779376,Conduct research on topics related to the course material. Module content relates to Geography Fundamentals.,7,2023-12-04T00:00:00,MOD188998,Research 10: Geography Fundamentals,True,10,2023-11-27T00:00:00,Art,2025-03-31T18:05:19.785381
"[""ASG528587"", ""ASG573988""]",CRS158012,2025-03-31T18:05:19.779376,Develop and complete a project that demonstrates mastery of key concepts. Module content relates to Geography Project - Part 11.,7,2023-12-12T00:00:00,MOD861811,Geography Project - Part 11,True,11,2023-12-05T00:00:00,Art,2025-03-31T18:05:19.785381
"[""ASG110436""]",CRS158012,2025-03-31T18:05:19.779376,Explore the fundamental theories that underpin this subject area. Module content relates to Geography Fundamentals.,7,2023-12-20T00:00:00,MOD450702,Theory 12: Geography Fundamentals,True,12,2023-12-13T00:00:00,Art,2025-03-31T18:05:19.785381
"[""ASG058106"", ""ASG576940""]",CRS374203,2025-03-31T18:05:19.779376,This discussion-based module promotes critical thinking and analysis. Module content relates to Ecology Discussion.,7,2023-09-21T00:00:00,MOD280189,Module 1: Ecology Discussion,True,1,2023-09-14T00:00:00,Computer Science,2025-03-31T18:05:19.785381
"[""ASG578827""]",CRS374203,2025-03-31T18:05:19.779376,Apply theoretical knowledge through practical exercises and problems. Module content relates to Practice Applications.,8,2023-09-30T00:00:00,MOD334819,Ecology 2: Practice Applications,False,2,2023-09-22T00:00:00,Computer Science,2025-03-31T18:05:19.785381
"[""ASG426260"", ""ASG159930""]",CRS374203,2025-03-31T18:05:19.779376,This module focuses on research methodologies and applications. Module content relates to Research Applications.,7,2023-10-08T00:00:00,MOD316873,Ecology 3: Research Applications,True,3,2023-10-01T00:00:00,Computer Science,2025-03-31T18:05:19.785381
"[""ASG088222"", ""ASG303908""]",CRS374203,2025-03-31T18:05:19.779376,Explore advanced concepts through guided research activities. Module content relates to Research Applications.,7,2023-10-16T00:00:00,MOD109836,Ecology 4: Research Applications,True,4,2023-10-09T00:00:00,Computer Science,2025-03-31T18:05:19.785381
"[""ASG620581""]",CRS374203,2025-03-31T18:05:19.779376,Work on a comprehensive project to solidify understanding. Module content relates to Project Applications.,7,2023-10-24T00:00:00,MOD665501,Ecology 5: Project Applications,False,5,2023-10-17T00:00:00,Computer Science,2025-03-31T18:05:19.785381
"[""ASG468593"", ""ASG901391""]",CRS374203,2025-03-31T18:05:19.779376,This hands-on module focuses on developing practical skills. Module content relates to Practice in Ecology.,7,2023-11-01T00:00:00,MOD350275,Unit 6: Practice in Ecology,True,6,2023-10-25T00:00:00,Computer Science,2025-03-31T18:05:19.785381
